action,reward,state,ticker,time 
1,81.15854165671936,3331,LMT,1478050676
-1,140.6686208,3111,RSG,1478050676
1,1.3951999999999956,1111,AYI,1478050676
1,82.99520000000001,3311,NLSN,1478050676
1,-26.66935336960001,1131,RHI,1478050676
1,24.193536,1331,APH,1478050676
1,-35.33985792000001,3331,RTN,1478050677
1,27.460096,1111,EXPD,1478050677
1,2.995199999999997,1111,ITW,1478050677
1,58.962176,3331,FBHS,1478050677
1,61.3952,3331,LEG,1478050678
-1,135.36,1111,EMR,1478050678
1,-4.304383999999999,3331,FDX,1478050678
-1,84.07296,1111,PH,1478050678
1,39.795199999999994,3111,GWW,1478050678
1,39.842313830399995,3131,AAL,1478050678
1,-12.752384000000013,3131,CHRW,1478050678
1,8.0,3131,NSC,1478050678
1,2.9276160000000004,1111,IR,1478050679
1,7.393343078400001,3331,BA,1478050679
1,108.3030528,3111,FLIR,1478050679
1,121.2648448,3311,VRSK,1478050679
-1,118.0576768,1111,FLR,1478050679
-1,136.9472,1111,AME,1478050679
1,-26.560000000000002,3331,ROP,1478050680
-1,38.057676799999996,3111,FAST,1478050680
-1,8.0,3311,HON,1478050680
1,77.51948288,3111,BWA,1478050682
-1,37.44,1331,NWL,1478050682
1,0.49889279999999303,1311,MAR,1478050682
1,1.2596428800000012,1311,SNA,1478050682
-1,-32.96000000000001,1131,CMG,1478050682
-1,9.472000000000001,1131,PCLN,1478050683
1,0.6399999999999935,3111,GRMN,1478050683
1,112.52348928,3131,CBS,1478050683
1,26.612142079999998,3331,TJX,1478050683
1,44.66014208,1311,BBBY,1478050683
1,-14.675446169600008,1111,F,1478050683
1,66.4512,3131,TSCO,1478050683
1,30.963199999999993,1111,GM,1478050684
1,19.177902079999996,3331,ORLY,1478050684
1,80.64,3131,WYN,1478050684
1,-4.304383999999999,3111,OMC,1478050684
1,117.44,3131,EXPE,1478050685
-1,2.995199999999997,1311,SWK,1478050685
1,88.0,3311,DG,1478050685
1,-39.37638400000001,3311,M,1478050685
1,-4.304383999999999,3311,PHM,1478050686
1,75.74878208000001,3331,MHK,1478050686
-1,8.0,1131,ULTA,1478050686
1,-4.251217920000002,3111,KMX,1478050686
1,24.193536,1111,JCI,1478050687
1,-25.6,1331,HBI,1478050687
-1,135.942656,1311,DRI,1478050687
-1,110.9632,1131,LKQ,1478050687
1,48.512,3111,LEN,1478050688
1,7.039999999999992,3111,NKE,1478050688
1,8.0,1131,DTE,1478050689
1,90.9632,3111,PCG,1478050689
-1,110.9632,3111,WEC,1478050689
1,57.647616,3311,PNW,1478050689
-1,37.44,1131,AEE,1478050689
1,8.0,3311,ED,1478050690
1,3.1836160000000007,3111,DUK,1478050690
-1,110.9632,1111,NRG,1478050690
-1,80.64,3111,AWK,1478050690
1,33.43616,3131,AEP,1478050690
1,25.152,3111,ETR,1478050690
1,33.9072,3331,NEE,1478050691
-1,0.6399999999999935,3311,NI,1478050691
1,82.99520000000001,3131,SRE,1478050691
1,8.0,1111,EIX,1478050691
1,47.04,1111,CNP,1478050691
1,8.0,3131,TAP,1478050692
1,22.929770708991995,1131,TSN,1478050692
1,90.9632,3331,K,1478050692
1,24.193536,3331,MO,1478050692
1,9.395199999999996,3111,DPS,1478050693
1,47.27655383039999,3331,RAI,1478050693
1,30.9632,3111,BFB,1478050693
1,8.0,1331,WFM,1478050693
1,117.44,3131,KR,1478050693
1,2.995199999999997,3331,HSY,1478050693
1,21.496524799999996,3311,PG,1478050694
1,-46.20646400000001,3311,CL,1478050694
1,110.9632,3331,WMT,1478050694
1,30.963199999999993,3331,SJM,1478050695
1,6.4512,1111,ENDP,1478050696
-1,88.0,3131,XRAY,1478050696
-1,37.44,1111,HCA,1478050696
1,78.1180928,1331,LH,1478050697
1,-46.20646400000001,1111,ABC,1478050697
1,-51.22209792000002,1131,STJ,1478050697
1,82.99520000000001,1111,MTD,1478050698
-1,8.0,3111,DGX,1478050698
-1,47.04,3331,UNH,1478050698
-1,-29.324800000000003,3331,ALXN,1478050698
-1,45.80096,1311,MCK,1478050698
1,117.44,3331,AET,1478050698
-1,8.0,3331,CI,1478050699
1,24.193536,3331,MYL,1478050699
1,48.33201766399999,3331,LLY,1478050699
-1,8.0,3331,BDX,1478050700
1,10.729902079999995,1331,GILD,1478050700
-1,7.039999999999992,1331,CNC,1478050700
1,7.039999999999992,1331,ISRG,1478050700
1,85.0176,3111,BLL,1478050701
1,30.963199999999993,1111,DOW,1478050701
1,110.9632,1131,FCX,1478050701
1,57.647616,3311,APD,1478050701
1,-4.304383999999999,1111,IFF,1478050701
1,75.695616,3331,SHW,1478050701
1,-4.304383999999999,3331,ECL,1478050701
1,0.6399999999999935,3131,SEE,1478050702
1,2.995199999999997,3311,EMN,1478050702
1,26.995199999999997,3311,PX,1478050702
1,80.45056,1311,MOS,1478050702
1,-4.304383999999999,1311,MON,1478050702
1,-4.304383999999999,1331,PPG,1478050702
1,91.35616,1131,NEM,1478050703
1,113.03577600000001,3311,FFIV,1478050704
1,-4.304383999999999,3311,MSFT,1478050704
-1,89.3952,1331,V,1478050704
-1,87.47331584,1331,ADBE,1478050705
-1,111.552,3111,IBM,1478050705
1,-39.436800000000005,3331,FIS,1478050705
-1,37.160959999999996,1311,STX,1478050705
1,4.083199999999998,3131,GOOGL,1478050705
1,80.64,3111,NVDA,1478050705
1,82.99520000000001,1111,AVGO,1478050705
1,-24.7168,1111,SYMC,1478050705
-1,116.59519999999999,3111,PAYX,1478050706
1,166.145536,1111,EA,1478050706
1,166.145536,3311,EQIX,1478050706
1,89.3952,1311,ATVI,1478050706
-1,8.0,1111,AKAM,1478050706
1,25.152,1111,INTC,1478050706
1,9.472000000000001,3111,NFLX,1478050706
1,35.89683003391999,3311,AAPL,1478050707
-1,111.03999999999999,1111,CTSH,1478050707
-1,8.0,1131,MCHP,1478050707
-1,47.04,1111,FISV,1478050707
1,81.12990208,3331,VRSN,1478050708
1,30.963199999999993,3331,YHOO,1478050708
1,113.03577600000001,3131,ADI,1478050709
-1,80.64,3111,EBAY,1478050709
-1,117.44,3111,MSI,1478050709
1,143.3472,1311,TXN,1478050709
1,143.3472,3331,EOG,1478050710
1,87.3933430784,3331,TSO,1478050710
1,88.0,3131,VLO,1478050710
1,63.347199999999994,3311,FTI,1478050710
1,86.4512,3331,OKE,1478050710
-1,118.4,1311,NOV,1478050710
1,8.0,1131,XOM,1478050710
-1,117.44,1131,CHK,1478050710
1,-4.304383999999999,1311,APC,1478050711
-1,37.44,3131,COP,1478050712
1,113.6636928,3331,KMI,1478050712
1,88.0,3111,COG,1478050712
-1,0.6399999999999935,1311,HES,1478050712
1,73.792,1331,CVX,1478050712
1,99.17790208,3111,SE,1478050712
1,67.247616,1131,WMB,1478050712
1,8.0,3111,MPC,1478050712
1,87.03999999999999,1111,XEC,1478050713
1,3.010559999999998,1111,PXD,1478050713
1,24.193536,1331,SPG,1478050714
1,0.49889279999999303,3311,HCN,1478050715
1,-4.251217920000002,1311,DFS,1478050715
1,37.3632,1111,GS,1478050715
1,6.4512,1111,LM,1478050716
1,-4.251217920000002,1311,PGR,1478050716
1,47.04,1111,AVB,1478050716
1,-4.304383999999999,3331,PNC,1478050716
1,78.72,1111,AON,1478050716
-1,140.9152,3131,PRU,1478050716
1,24.193536,3331,HRB,1478050716
1,33.035776000000006,3111,BRKB,1478050717
-1,97.48346880000001,3311,WFC,1478050717
1,86.14553599999998,3111,LUK,1478050717
1,86.14553599999998,3331,LNC,1478050717
1,25.152,1111,ETFC,1478050717
1,30.963199999999993,3131,XL,1478050717
1,-4.251217920000002,3331,BBT,1478050717
1,29.46816000000001,3331,KEY,1478050717
-1,52.851200000000006,3111,HBAN,1478050718
1,-4.251217920000002,3331,VTR,1478050718
1,-4.251217920000002,3311,EXR,1478050718
-1,111.03999999999999,1131,VNO,1478050718
1,55.74878208,3331,FITB,1478050718
1,-4.251217920000002,1111,EQR,1478050719
1,26.357760000000006,1131,HCP,1478050719
-1,57.71519999999998,3311,EFX,1478050719
-1,166.21312,3111,C,1478050719
-1,83.072,1131,COF,1478050719
1,75.74878208000001,3331,TMK,1478050719
1,-39.436800000000005,3111,CB,1478050719
1,-14.675446169600008,3131,AIG,1478050720
-1,116.8512,3311,NDAQ,1478050720
1,24.193536,1111,L,1478050720
-1,86.4512,3111,MTB,1478050720
1,6.916095999999996,3311,CINF,1478050720
-1,80.64,3131,AMG,1478050720
1,21.496524799999996,3311,JPM,1478050721
1,8.0,1311,MET,1478050721
-1,-46.20646400000001,3111,ESS,1478050721
1,-4.304383999999999,3131,PFG,1478050721
1,43.08812783026176,1331,CTL,1478050724
1,44.256071679999984,3131,JBHT,1478050726
1,60.9084928,3131,GE,1478050726
-1,37.44,3131,MAS,1478050726
1,8.0,3331,XYL,1478050727
1,166.145536,3331,NOC,1478050727
1,147.0778368,3331,UPS,1478050727
1,3.0720000000000027,3311,JEC,1478050727
1,-12.752384000000013,3131,ALK,1478050727
1,111.41951665791304,3331,LMT,1478050727
1,137.647616,3331,MMM,1478050727
-1,159.667032064,3111,RSG,1478050728
-1,40.623616,1111,AYI,1478050728
1,113.03577600000001,3311,NLSN,1478050728
1,-63.46903096524801,1131,RHI,1478050728
-1,-10.928517120000002,1331,APH,1478050728
1,8.900925030399996,3331,RTN,1478050728
1,82.19680768,1311,EXPD,1478050728
1,139.3732608,3331,UNP,1478050728
1,33.10336,3311,R,1478050729
-1,-7.052800000000005,1111,ITW,1478050729
1,84.853489664,1131,SRCL,1478050729
-1,134.81873407999998,3311,FBHS,1478050729
1,96.15616,3331,LEG,1478050729
1,-43.78785792,3331,FDX,1478050729
-1,63.347199999999994,3311,GWW,1478050730
1,56.947199999999995,1311,ETN,1478050730
-1,8.0,3131,COL,1478050730
1,-4.9387638292480105,3131,AAL,1478050730
-1,-32.96000000000001,3131,CHRW,1478050730
-1,9.472000000000001,3131,NSC,1478050730
-1,76.31616,1111,IR,1478050730
1,56.947199999999995,3111,PWR,1478050730
1,46.506141908992,3331,BA,1478050730
-1,-30.964019200000003,1111,FLIR,1478050731
1,79.51329280000002,3331,VRSK,1478050731
1,118.4,1331,ROP,1478050731
1,52.682444800000006,3311,FAST,1478050731
1,105.152,3331,SIG,1478050733
1,47.04,1111,JWN,1478050733
1,28.217144934399997,3111,BWA,1478050733
1,2.995199999999997,1331,NWL,1478050734
-1,8.0,1111,AMZN,1478050734
-1,0.11161599999999794,3311,MAR,1478050734
-1,53.85607168,1311,SNA,1478050734
-1,-32.96000000000001,3111,GRMN,1478050734
1,-16.5813149696,3331,TJX,1478050735
1,37.8027008,3311,FL,1478050735
1,79.30092503040001,1311,BBBY,1478050735
1,-52.914392629248006,1111,F,1478050735
1,110.9632,3331,TSCO,1478050735
-1,88.0,3131,LB,1478050735
1,67.247616,1111,GM,1478050735
1,64.225521664,3331,ORLY,1478050736
1,0.6399999999999935,3331,WYN,1478050736
1,-43.78785792,3111,OMC,1478050736
1,143.3472,3131,EXPE,1478050736
1,-7.052800000000005,1311,SWK,1478050736
1,37.44,3311,DG,1478050737
-1,-38.77222400000001,3311,M,1478050737
1,2.995199999999997,3331,GPC,1478050737
1,36.21214208000001,3311,PHM,1478050738
1,137.647616,3331,FOX,1478050738
-1,-38.77222400000001,3111,KMX,1478050738
1,8.0,3131,CMCSA,1478050738
1,83.467776,3331,DIS,1478050739
-1,69.07148288,1111,JCI,1478050739
1,38.21721599999999,3311,DRI,1478050739
1,0.6399999999999935,1311,TIF,1478050739
-1,137.647616,1131,LKQ,1478050739
1,88.0,1111,LEN,1478050740
1,37.44,3311,NKE,1478050740
-1,88.0,1331,DTE,1478050741
1,40.047616,3111,PCG,1478050741
1,90.72990208,3311,PNW,1478050741
1,82.99520000000001,1131,AEE,1478050741
-1,7.039999999999992,3311,ED,1478050741
1,118.21721600000001,3311,LNT,1478050741
-1,-4.980224000000007,3111,DUK,1478050742
-1,57.647616,1111,NRG,1478050742
1,86.4512,3331,AWK,1478050742
-1,37.44,1131,AEP,1478050742
-1,80.64,1311,ETR,1478050742
-1,143.3472,3311,NEE,1478050742
1,-32.96000000000001,3311,NI,1478050742
1,107.03616000000001,3131,SRE,1478050743
1,88.0,1131,EIX,1478050743
1,81.3952,1111,CNP,1478050743
-1,8.0,3311,TAP,1478050744
-1,7.039999999999992,3331,MJN,1478050744
1,40.17819822391296,1131,TSN,1478050744
1,120.047616,3331,K,1478050744
-1,-10.928517120000002,3331,MO,1478050744
-1,0.5631999999999948,3311,CAG,1478050745
1,81.603367370752,3331,RAI,1478050745
1,88.0,3311,BFB,1478050745
1,8.0,3331,WFM,1478050745
-1,72.94720000000001,3331,HSY,1478050745
-1,6.4512,3331,SYY,1478050745
1,112.68884480000001,3331,PG,1478050745
1,104.19353600000001,3331,PM,1478050746
-1,-69.00480000000002,3311,CL,1478050746
1,117.44,3331,CVS,1478050746
1,67.247616,3331,SJM,1478050746
1,110.9632,3111,ENDP,1478050748
-1,7.039999999999992,3331,XRAY,1478050748
1,111.03999999999999,1311,HCA,1478050748
1,127.27655383039999,3331,MDT,1478050749
1,87.03999999999999,3331,CAH,1478050749
-1,8.0,3331,LH,1478050749
-1,-69.00480000000002,1111,ABC,1478050749
-1,-74.11955712,1131,STJ,1478050749
1,33.035776000000006,1111,MTD,1478050750
-1,1.2154879999999935,3131,DGX,1478050750
-1,81.3952,3331,UNH,1478050750
-1,82.187776,3311,ALXN,1478050750
-1,3.0919680000000014,1311,MCK,1478050750
1,143.3472,3331,AET,1478050750
-1,9.395199999999996,3131,ESRX,1478050751
-1,-10.928517120000002,3331,MYL,1478050751
1,141.4458368,3331,HSIC,1478050751
1,7.039999999999992,3111,REGN,1478050751
1,82.53217554431998,3331,LLY,1478050751
1,88.0,3311,TMO,1478050752
1,88.0,3331,BDX,1478050752
-1,-32.7416078336,1331,GILD,1478050752
1,117.44,3331,ISRG,1478050752
-1,95.1936,3311,BLL,1478050753
1,67.247616,1111,DOW,1478050753
1,137.647616,1131,FCX,1478050753
1,90.72990208,3311,APD,1478050753
1,36.21214208000001,1111,IFF,1478050753
1,106.61214208,3331,SHW,1478050753
1,36.21214208000001,3331,ECL,1478050754
-1,-32.96000000000001,3131,SEE,1478050754
1,8.0,3331,NUE,1478050754
1,37.44,3311,MLM,1478050754
-1,72.94720000000001,3311,EMN,1478050754
1,82.48320000000001,3331,PX,1478050754
1,88.0,1331,MOS,1478050754
1,36.21214208000001,1311,MON,1478050754
1,36.21214208000001,1331,PPG,1478050754
1,-26.143928320000008,1111,AA,1478050755
1,59.47148288000001,3311,FFIV,1478050756
1,36.21214208000001,3311,MSFT,1478050756
1,122.20647424,1311,ADBE,1478050757
-1,-69.00480000000002,3331,FIS,1478050757
1,88.0,1111,STX,1478050757
1,110.9632,3331,GOOGL,1478050757
1,30.963199999999993,3111,NVDA,1478050757
1,113.03577600000001,1111,AVGO,1478050757
1,137.71519999999998,1131,SYMC,1478050757
-1,60.31615999999999,3111,PAYX,1478050758
1,186.20807168,3311,EQIX,1478050758
-1,63.347199999999994,1111,ATVI,1478050758
-1,-32.82688,1311,INTC,1478050758
1,0.6023557939199975,1311,AAPL,1478050758
1,137.647616,3131,WU,1478050759
-1,46.27199999999999,1131,CTSH,1478050759
-1,1.3951999999999956,1111,FISV,1478050759
-1,86.4512,1311,TDC,1478050760
1,111.3943138304,3331,VRSN,1478050760
1,65.41055999999999,3331,YHOO,1478050760
1,0.6399999999999935,1311,ACN,1478050760
1,59.47148288000001,3131,ADI,1478050761
1,116.906141908992,3331,TSO,1478050762
1,117.44,3131,VLO,1478050762
1,95.74553599999999,3311,FTI,1478050762
-1,110.9632,3311,OKE,1478050762
-1,8.0,3331,NOV,1478050762
-1,8.0,1111,XOM,1478050762
-1,143.3472,1131,CHK,1478050762
1,36.21214208000001,1311,APC,1478050763
1,6.809599999999996,1111,MUR,1478050763
-1,140.6686208,3131,KMI,1478050764
-1,7.039999999999992,1111,COG,1478050764
1,99.17790208,1131,WMB,1478050764
-1,2.9276160000000004,3131,MPC,1478050764
1,117.44,3311,NBL,1478050764
1,3.010559999999998,1311,PXD,1478050765
-1,-10.928517120000002,1331,SPG,1478050766
1,88.0,3331,HCN,1478050767
1,88.0,1131,CBG,1478050767
1,110.9632,3131,MS,1478050767
1,88.0,1331,SCHW,1478050767
-1,-38.77222400000001,1311,DFS,1478050767
1,110.9632,1131,LM,1478050767
-1,-38.77222400000001,1311,PGR,1478050767
1,80.64,1131,ZION,1478050768
1,117.44,1131,STI,1478050768
1,1.3951999999999956,1111,AVB,1478050768
1,36.21214208000001,3331,PNC,1478050768
-1,8.0,1131,AON,1478050768
1,120.905216,3331,PRU,1478050768
1,141.952,1331,RF,1478050768
-1,-10.928517120000002,3331,HRB,1478050768
-1,72.94720000000001,3111,BRKB,1478050768
1,180.6445568,3331,WFC,1478050769
1,115.80807167999998,3111,LUK,1478050769
-1,-38.77222400000001,3331,BBT,1478050769
1,110.9632,3131,HBAN,1478050769
1,80.64,3331,PBCT,1478050770
1,37.44,3331,WY,1478050770
1,89.0589282304,3331,FITB,1478050770
-1,-38.77222400000001,1111,EQR,1478050770
1,82.64286208,3131,HCP,1478050771
-1,106.2675456,3111,C,1478050771
1,88.0,1131,PSA,1478050771
-1,33.10336,1131,COF,1478050771
1,106.65892823040001,3331,TMK,1478050771
-1,29.292549734399998,3111,CB,1478050771
1,118.73536000000001,3131,AIZ,1478050771
-1,-10.928517120000002,1111,L,1478050772
1,30.963199999999993,3331,MTB,1478050772
1,88.0,1331,BK,1478050772
1,37.44,3311,CCI,1478050772
1,116.077056,3331,CINF,1478050772
1,40.5632,1131,TRV,1478050773
1,112.68884480000001,3111,JPM,1478050773
1,8.0,1111,MET,1478050773
1,-72.88051712000001,3111,ESS,1478050773
1,36.21214208000001,3131,PFG,1478050773
1,82.47050226420941,1331,CTL,1478050776
1,110.9632,1111,LVLT,1478050776
1,80.64,1331,T,1478050777
-1,82.25536,3131,VZ,1478050777
-1,3.5404857343999936,3131,JBHT,1478050778
1,93.599473664,3131,GE,1478050778
1,82.99520000000001,3131,MAS,1478050779
-1,0.6399999999999935,3331,XYL,1478050779
1,186.20807168,3331,NOC,1478050779
1,169.428496384,3331,UPS,1478050779
-1,-2.122240000000005,3311,JEC,1478050779
-1,-32.96000000000001,3131,ALK,1478050779
1,138.04917465896347,3331,LMT,1478050779
1,124.09471680512002,3131,RSG,1478050780
-1,-4.251217920000002,1111,AYI,1478050780
1,72.94720000000001,1111,URI,1478050780
1,139.47148288,3311,NLSN,1478050780
-1,-69.00480000000002,1131,RHI,1478050780
1,-18.709688319999998,1331,APH,1478050780
1,47.832814026752,3331,RTN,1478050780
1,64.16488448000001,1111,EXPD,1478050780
1,162.648469504,3331,UNP,1478050781
-1,-7.052800000000005,3311,R,1478050781
1,-37.36422400000001,1111,ITW,1478050781
1,143.3472,3311,PNR,1478050781
-1,93.38838630400001,1111,SRCL,1478050781
1,97.95523952639999,3331,FBHS,1478050781
-1,37.44,3131,LEG,1478050781
-1,-69.00480000000002,3331,FDX,1478050782
1,88.0,1331,PH,1478050782
1,84.55577600000001,1331,ETN,1478050782
-1,47.04,3131,AAL,1478050782
1,28.77790207999999,3131,CHRW,1478050782
-1,8.0,1311,TDG,1478050782
1,97.44,1311,IR,1478050782
1,2.995199999999997,3311,PWR,1478050783
1,80.92540487991296,3331,BA,1478050783
1,40.5632,1111,FLIR,1478050783
1,29.97169766400001,3331,VRSK,1478050783
-1,0.6399999999999935,3131,ROP,1478050783
1,86.36055142400001,3311,FAST,1478050783
1,110.9632,1331,DNB,1478050784
1,81.3952,1111,JWN,1478050785
1,-15.168912457728005,3111,BWA,1478050785
-1,-7.052800000000005,1331,NWL,1478050786
1,-39.59195648000001,1311,MAR,1478050786
1,40.5632,3111,GRMN,1478050786
1,25.408442826752,3331,TJX,1478050787
1,-6.733623296000005,3311,FL,1478050787
1,109.784814026752,1311,BBBY,1478050787
-1,-69.00480000000002,1111,F,1478050787
1,134.086656,3331,TSCO,1478050787
-1,37.44,3131,LB,1478050787
1,117.44,3311,VFC,1478050787
-1,57.71519999999998,1331,ORLY,1478050788
-1,-33.0368,3331,WYN,1478050788
-1,-69.00480000000002,3111,OMC,1478050788
-1,-37.36422400000001,1311,SWK,1478050788
-1,9.472000000000001,3311,DG,1478050789
1,-74.60288512000001,3311,M,1478050789
-1,-3.0080000000000098,3331,GPC,1478050789
1,71.8666850304,3311,PHM,1478050790
1,161.12990208,3331,FOX,1478050790
1,-43.741071769600005,3111,KMX,1478050790
1,88.0,1331,SBUX,1478050790
-1,0.6399999999999935,3131,CMCSA,1478050790
1,113.45164288000001,3331,DIS,1478050791
1,88.0,3131,HBI,1478050791
1,137.647616,3131,LKQ,1478050791
1,117.44,1111,LEN,1478050791
1,75.24190208,3111,PCG,1478050793
1,114.39616000000001,1131,AEE,1478050793
1,142.5737728,3311,LNT,1478050793
1,-37.19841792,3111,DUK,1478050793
-1,112.512,3111,AWK,1478050794
1,2.995199999999997,1131,AEP,1478050794
1,82.99520000000001,3331,AES,1478050794
-1,30.963199999999993,1311,ETR,1478050794
1,80.64,3311,SCG,1478050794
-1,-39.436800000000005,3311,NI,1478050794
1,47.04,3111,SRE,1478050794
1,31.627776000000004,1111,CNP,1478050795
-1,2.995199999999997,3331,TAP,1478050796
1,75.3568144370434,1131,TSN,1478050796
-1,88.0,3131,EL,1478050796
1,65.64190208000001,3331,K,1478050796
1,61.29031168,3331,MO,1478050796
1,145.3696,3131,COST,1478050796
1,111.81096328626177,3331,RAI,1478050796
1,88.0,1311,BFB,1478050797
-1,0.6399999999999935,3331,WFM,1478050797
-1,84.07296,3111,KR,1478050797
1,131.87079782400002,3331,PG,1478050797
1,131.69031168,3331,PM,1478050797
1,-0.6616883200000032,3311,CL,1478050797
-1,8.0,3131,MKC,1478050798
1,143.3472,3331,CVS,1478050798
-1,8.0,3311,MNST,1478050798
1,110.9632,3311,MDLZ,1478050798
1,22.360985599999992,3331,SJM,1478050798
1,137.647616,3111,ENDP,1478050799
-1,36.8512,3131,XRAY,1478050800
1,82.99520000000001,1131,HCA,1478050800
1,-11.389440000000008,3111,AMGN,1478050800
-1,8.0,1331,ILMN,1478050800
1,86.24944742400001,3331,LH,1478050801
1,-80.66168832000001,1111,ABC,1478050801
-1,-7.052800000000005,1111,MTD,1478050802
1,53.370368000000006,3111,DGX,1478050802
1,-46.20646400000001,3331,ALXN,1478050802
1,164.14976,3331,AET,1478050802
1,61.29031168,3331,MYL,1478050803
1,164.472336384,3331,HSIC,1478050803
-1,37.44,1111,REGN,1478050803
-1,8.0,1131,BCR,1478050803
1,117.44,3311,TMO,1478050803
-1,8.0,1331,BDX,1478050803
1,49.4423138304,1331,GILD,1478050803
1,135.21164288,3331,ISRG,1478050804
1,0.6399999999999935,1111,ALB,1478050805
1,99.17790208,1111,DOW,1478050805
1,161.12990208,1131,FCX,1478050805
1,81.327616,3331,FMC,1478050805
1,119.8423138304,3311,APD,1478050805
1,-3.030286335999996,1111,IFF,1478050805
1,133.8186850304,3331,SHW,1478050805
1,71.8666850304,3331,ECL,1478050805
1,40.5632,3131,SEE,1478050805
-1,0.6399999999999935,3331,NUE,1478050805
1,137.647616,3331,VMC,1478050806
-1,2.995199999999997,3311,MLM,1478050806
1,108.14617600000001,3331,PX,1478050806
1,117.44,1331,MOS,1478050806
1,71.8666850304,1311,MON,1478050806
1,71.8666850304,1331,PPG,1478050806
1,80.64,3331,LYB,1478050806
-1,-38.8915142656,1111,AA,1478050807
1,92.33490493440002,3311,FFIV,1478050808
1,71.8666850304,3311,MSFT,1478050808
1,134.59199999999998,3331,V,1478050808
1,147.5416973312,1311,ADBE,1478050808
1,5.295615999999995,3331,FIS,1478050809
1,37.44,1111,STX,1478050809
1,137.647616,3331,GOOGL,1478050809
1,67.247616,3111,NVDA,1478050809
1,139.47148288,1111,AVGO,1478050809
1,161.18937599999998,1131,SYMC,1478050809
1,117.44,3311,PAYX,1478050809
1,203.8631030784,3311,EQIX,1478050810
1,62.13376,1111,INTC,1478050810
-1,-33.374086266880006,1311,AAPL,1478050810
1,161.12990208,3131,WU,1478050810
-1,0.7193599999999947,1131,CTSH,1478050811
-1,7.039999999999992,1131,XRX,1478050811
-1,115.61216,1111,HPQ,1478050812
1,138.026996170752,3331,VRSN,1478050812
1,80.64,1331,YHOO,1478050812
-1,-32.96000000000001,1311,ACN,1478050812
1,80.64,3311,ADP,1478050812
1,92.33490493440002,3131,ADI,1478050812
1,37.44,3311,MSI,1478050813
1,142.87740487991294,3331,TSO,1478050814
1,143.3472,3131,VLO,1478050814
1,124.25607167999999,3311,FTI,1478050814
-1,57.647616,3311,OKE,1478050814
1,80.64,1111,XOM,1478050814
1,143.3472,1111,CHK,1478050814
-1,3.245055999999998,1131,MRO,1478050814
1,71.8666850304,1311,APC,1478050814
1,80.544768,1131,MUR,1478050815
-1,0.6399999999999935,3311,SLB,1478050815
-1,110.9632,1311,COG,1478050815
1,47.27655383039999,1131,WMB,1478050816
1,141.952,3311,NBL,1478050816
-1,73.11615999999998,1311,PXD,1478050816
1,61.29031168,1331,SPG,1478050818
1,80.64,3331,MAC,1478050818
1,117.44,3331,HCN,1478050818
1,115.467776,1131,CBG,1478050819
1,137.647616,3131,MS,1478050819
1,117.44,1331,SCHW,1478050819
1,-43.741071769600005,1311,DFS,1478050819
1,129.41056,1131,LM,1478050819
1,36.2589282304,1311,PGR,1478050819
1,110.9632,1131,ZION,1478050820
1,41.227776,1111,AVB,1478050820
1,75.42091366400001,3331,PNC,1478050820
-1,84.00537599999998,3131,PRU,1478050820
1,88.0,1131,RF,1478050820
1,61.29031168,3331,HRB,1478050820
-1,26.357760000000006,3111,BRKB,1478050820
1,192.314322944,3331,WFC,1478050820
1,141.9111030784,3111,LUK,1478050821
-1,7.872,3111,XL,1478050821
1,36.2589282304,3331,BBT,1478050821
1,132.998656,3131,HBAN,1478050821
1,112.512,3331,PBCT,1478050822
1,110.9632,1131,AXP,1478050822
-1,2.995199999999997,3331,WY,1478050822
1,118.371856842752,3331,FITB,1478050822
1,36.2589282304,1111,EQR,1478050822
-1,-10.928517120000002,1131,HCP,1478050822
1,135.333376,3331,EFX,1478050823
1,73.792,1131,COF,1478050823
1,133.859856842752,3331,TMK,1478050823
1,140.123648,3131,AIZ,1478050823
1,61.29031168,1111,L,1478050824
-1,8.0,3331,MTB,1478050824
-1,8.0,1131,BK,1478050824
-1,2.995199999999997,3311,CCI,1478050824
1,142.14780928,3331,CINF,1478050824
-1,8.0,3111,AFL,1478050824
1,88.0,3331,AMG,1478050824
1,75.695616,1131,TRV,1478050824
-1,0.6399999999999935,1111,MET,1478050825
1,61.191168000000005,3331,USB,1478050825
-1,-80.66168832000001,3111,ESS,1478050825
1,71.8666850304,3131,PFG,1478050825
-1,88.0,1311,CTL,1478050828
1,30.963199999999993,1331,T,1478050828
1,-1.0546569216000208,3131,JBHT,1478050830
1,42.36753682432,3131,GE,1478050830
1,33.035776000000006,3131,MAS,1478050830
1,-32.96000000000001,3331,XYL,1478050830
1,123.86310307839999,3331,NOC,1478050831
1,109.09707681792,3331,UPS,1478050831
1,31.823360000000008,3331,JEC,1478050831
1,-51.22209792000002,3131,ALK,1478050831
1,81.48327369988786,3331,LMT,1478050831
-1,180.50698821632,3111,RSG,1478050831
1,-38.77222400000001,1111,AYI,1478050831
1,24.193536,1111,URI,1478050831
1,82.73490493439999,3311,NLSN,1478050832
1,-95.85274724941826,1131,RHI,1478050832
1,2.0928763435417537,3331,RTN,1478050832
1,17.907652198400008,1111,EXPD,1478050832
1,103.13065316351998,3331,UNP,1478050832
1,-10.8690432,3311,R,1478050832
-1,34.99775999999999,1111,ITW,1478050832
-1,155.691406426112,3311,FBHS,1478050833
